video_id,likes,thumbnail_link,extracted_text,labels,web_entities
PrNRtC3XfWk,9484,https://i.ytimg.com/vi/PrNRtC3XfWk/default.jpg,TTO west elm,"['Silver', 'Brass', 'Natural material', 'Gift', 'Gift wrapping', 'Nickel', 'Sphere']","['Earring', 'Meter']"
NnpyRKfAyik,5322,https://i.ytimg.com/vi/NnpyRKfAyik/default.jpg,,"['Eyewear', 'Cat', 'Glasses', 'Vision Care', 'Felidae', 'Felinae', 'Vertebrate', 'Facial expression', 'Carnivores', 'Whiskers']","['Dogo Argentino', 'Argentina', 'Dogo', 'Licking', 'Dog', 'Argentines']"
rz4Dd1I_fX0,51684,https://i.ytimg.com/vi/rz4Dd1I_fX0/default.jpg,TUPDATED PERIODIC Ta BLE SONG,['Graphic design'],['Meter']
EP06RO4INws,3505,https://i.ytimg.com/vi/EP06RO4INws/default.jpg,QUARTZ,['Triangle'],"['Middle Ages', 'Medieval architecture', 'Architecture', 'Brutalist architecture', 'House']"
_ASpoeFRTZ0,12985,https://i.ytimg.com/vi/_ASpoeFRTZ0/default.jpg,NO BONES? B,[],"['Poster', 'Cartoon', 'Screenshot', 'Meter']"
UJIo1AtoTss,17766,https://i.ytimg.com/vi/UJIo1AtoTss/default.jpg,vevo,"['Eyewear', 'Glasses', 'Vision Care', 'Sunglasses', 'Jacket', 'Monochrome photography', 'Goggles', 'Facial hair', 'Beard', 'Monochrome']","['Monochrome photography', 'Monochrome', 'Black and white', 'Image', 'Color', 'Photography', 'Photograph', 'Hue', 'unclear', 'Art']"
t8a8EFMAuSU,11522,https://i.ytimg.com/vi/t8a8EFMAuSU/default.jpg,,"['Television presenter', 'News', 'Suit', 'White-collar worker', 'Spokesperson', 'Necktie', 'Television show', 'Logo', 'Official', 'Speech']","['Vince McMahon', 'WWE', 'XFL', 'WWE', 'Professional wrestling', 'Wrestling Promoter', 'Chief Executive Officer', 'used', 'other']"
-37nIo_tLnk,2,https://i.ytimg.com/vi/-37nIo_tLnk/default.jpg,,"['Sports', 'Sports venue', 'Tournament', 'Field house', 'Display device', 'Fan', 'Stadium', 'Game', 'Basketball', 'Basketball player']","['Acrobatics', 'Statue', '5hy']"
zEf423kYfqk,1237711,https://i.ytimg.com/vi/zEf423kYfqk/default.jpg,,"['Lips', 'Black hair', 'Beauty', 'Jewellery', 'Eyelash', 'Earring', 'Strapless dress', 'Necklace', 'Long hair', 'Fashion Model']","['Becky G', 'Sin Pijama', 'Fifth Harmony', 'YouTube Music', ""That's My Girl"", 'Reggaeton', 'YouTube', 'Song', 'Musician']"
VFreC_yfQqs,7,https://i.ytimg.com/vi/VFreC_yfQqs/default.jpg,,"['Event', 'Fire', 'Flame', 'Smoke', 'Wildfire', 'Heat', 'Pollution', 'Explosion', 'Night', 'Hazard']",['Explosion']
Lok8svIS218,6303,https://i.ytimg.com/vi/Lok8svIS218/default.jpg,NOT MY FACE!,"['Facial expression', 'Eyelash', 'Blond', 'Happiness', 'Step cutting', 'Lipstick', 'Cosmetics', 'Hair coloring']","['Blond', 'Meter']"
4GZBn4_SfQQ,1910,https://i.ytimg.com/vi/4GZBn4_SfQQ/default.jpg,,"['Bird', 'Beak', 'Seabird', 'Penguin', 'Flightless bird', 'Gannets', 'Shorebirds']","['Hummingbirds', 'Emperor penguin', 'Penguins', 'Birds', ""Anna's hummingbird"", 'Ruby-throated hummingbird', 'Southern giant hummingbird', 'Short-beaked common dolphin', 'Bird Feeder', 'other']"
L4pkD78oKSo,5758,https://i.ytimg.com/vi/L4pkD78oKSo/default.jpg,JUSTIFY WINS TRIPLE CROWN NBC,"['Fan', 'Photo caption']","['Animation', 'The Big Trip', 'Cartoon', 'animated cartoon', 'Animated film', 'funny', 'Cartoon Network India', 'Humor', 'Tom and Jerry', 'Videogyan']"
Ml9v3wHLuWI,256990,https://i.ytimg.com/vi/Ml9v3wHLuWI/default.jpg,,"['Happiness', 'Leisure', 'Love', 'Holiday', 'Vacation', 'Honeymoon', 'Romance']","['Brian Nhira', 'Keyshia Cole', 'Keyshia Cole: Love (Alt. Version)', 'Music video', 'Love', 'Dailymotion', 'Love, Love', 'Love song']"
W-FxnLAnlGg,1617,https://i.ytimg.com/vi/W-FxnLAnlGg/default.jpg,,"['Gesture', 'Fan', 'Sports venue']",['Screenshot']
S7kG641iA_g,4389,https://i.ytimg.com/vi/S7kG641iA_g/default.jpg,RISE V,['Cap'],"['Gentleman', 'Gentleman', 'Mind of a Genius', 'The Gentlemen', 'kinocheck.com', 'Will Jay', 'Will Jay', 'Trailer', 'Large hands', 'create']"
wQFsKrYLd10,5007,https://i.ytimg.com/vi/wQFsKrYLd10/default.jpg,,"['Lips', 'Eyelash', 'Pink', 'Blond', 'Long hair', 'Layered hair', 'Brown hair', 'Selfie', 'Step cutting', 'Hair coloring']","['Maren Morris', 'Bella Thorne', 'Dailymotion', 'Girl', 'Girl', 'Girl', 'Country music', 'Filmmaking']"
f04asn4oe4Q,55637,https://i.ytimg.com/vi/f04asn4oe4Q/default.jpg,,"['Food', 'Living room', 'Couch', 'Recipe', 'Junk food', 'Comfort food', 'Finger food']","['Mofletta', 'Boerewors']"
kSuaykdvl4I,39041,https://i.ytimg.com/vi/kSuaykdvl4I/default.jpg,,"['Machine', 'Engineering', 'Factory', 'Mechanic', 'Industry', 'Steel', 'Auto mechanic', 'Science']","['Troy Siahaan', 'Motorcycle', 'Types of motorcycles', 'Brake Free USB-C', 'Yamaha Motor Company', 'Motorcycling', 'BETA', 'calimoto GmbH', 'ready', 'Bike']"
SO0HTI8QuQU,8069,https://i.ytimg.com/vi/SO0HTI8QuQU/default.jpg,,[],['Screenshot']
_KBc4B5JFoQ,20314,https://i.ytimg.com/vi/_KBc4B5JFoQ/default.jpg,LOVE vevo,"['Text', 'Neon', 'Font', 'Electronic signage', 'Neon sign', 'Pink', 'Night', 'Design', 'Visual Effect Lighting', 'Sign']","['Light', 'Neon Sign', 'Neon lighting', 'Meter']"
JzA097DmNTI,681,https://i.ytimg.com/vi/JzA097DmNTI/default.jpg,,"['Aviation', 'Aircraft pilot', 'Headphones', 'Military Person', 'Helicopter Pilot', 'Aerospace Engineering', 'Headset', 'Aircraft', 'Air force', 'Army']","['Sports car', 'Car', 'SUV', 'Doug DeMuro', 'Compact car', 'Electric vehicle', 'Automotive industry', 'Crossover SUV', 'Hybrid vehicle']"
QDk-xa1oBXw,7554,https://i.ytimg.com/vi/QDk-xa1oBXw/default.jpg,GRAPEFRUIT STEAK,"['Food', 'Ingredient', 'Meat', 'Fried food', 'Produce', 'Recipe', 'Comfort food', 'Cooking', 'Chicken', 'Fast food']","['Piccata', 'Scaloppine', 'Italian cuisine', 'Schnitzel', 'Cotoletta', 'Chicken piccata', 'Pork piccata', 'Fish piccata', 'Chicken Piccata', 'Chicken']"
azFsk42kb5E,28033,https://i.ytimg.com/vi/azFsk42kb5E/default.jpg,VANITY FAIR,"['Facial expression', 'Facial hair', 'Moustache', 'Gesture', 'Beard', 'Collage', 'Nail', 'Screenshot']","['Maren Morris', 'Dailymotion', 'Girl', 'Girl', 'Girl', 'Country music', 'Filmmaking', 'Curzon']"
DbJ2s_g1oDc,22491,https://i.ytimg.com/vi/DbJ2s_g1oDc/default.jpg,LIFE HACKS,"['Facial expression', 'Happiness', 'Smile', 'Screenshot', 'Collage']","['Cartoon', 'Television', 'Animation', 'animated cartoon', 'Meter']"
ar8S6virCwM,15468,https://i.ytimg.com/vi/ar8S6virCwM/default.jpg,n A DAY IN THE LE OT ANCIENT ATHENIAN,['Poster'],"['Cartoon', 'Tom and Jerry', 'Animation', 'Cartoon Network India', 'Cartoon Network', 'YouTube', 'animated cartoon', 'Episode', 'Relax Bear']"
1csFTDXXULY,12803,https://i.ytimg.com/vi/1csFTDXXULY/default.jpg,CAN YOU SOLVE THE FALSE POSITIVE MIDOLE?,"['Graphics', 'Graphic design', 'Animation']","['Cartoon', 'Animation', 'Meter']"
WMs3NOW1TDs,49182,https://i.ytimg.com/vi/WMs3NOW1TDs/default.jpg,YouTube Originals,"['Facial expression', 'Happiness', 'Sleep', 'Photo caption', 'Nap']","['Dugong', 'Dugongidae', ""Steller's sea cow"", 'Marine mammal', 'Seagrass', 'Mammal', 'Seagrass bed', 'Sea', 'Shore', 'Diverse family']"
CTFZoz-mB5k,15173,https://i.ytimg.com/vi/CTFZoz-mB5k/default.jpg,Nursery Reveal!,"['Dress', 'Bridal Clothing', 'Bride', 'Gown', 'Wedding dress', 'Photo shoot', 'One-piece garment', 'Haute couture', 'Bridal Party Dress', 'Linens']","['Wedding Dress', 'Wedding', 'Bride', 'Dress', 'Meter']"
J6R0X6NTnSw,135566,https://i.ytimg.com/vi/J6R0X6NTnSw/default.jpg,vevo AREN,"['Model', 'Long-sleeved T-shirt', 'Happiness', 'Photo shoot']",['Meter']
_ASpoeFRTZ0,14692,https://i.ytimg.com/vi/_ASpoeFRTZ0/default.jpg,NO BONES? B,[],"['Poster', 'Cartoon', 'Screenshot', 'Meter']"
nSbzyEJ8X9E,61664,https://i.ytimg.com/vi/nSbzyEJ8X9E/default.jpg,,"['Audio equipment', 'Entertainment', 'Electronic device', 'Music', 'Musician', 'Microphone', 'Song', 'Performing Arts', 'Singing', 'Performance']","['Bradley Cooper', 'A Star is Born', 'Lady Gaga', 'Joker: Folie à Deux', 'Musical', 'Shallow', 'Shallow', 'Academy Award for Best Picture', 'sad', 'Actor']"
AuWwlxym68g,5328,https://i.ytimg.com/vi/AuWwlxym68g/default.jpg,vevo,"['Facial expression', 'Night']","['Screenshot', 'Meter']"
CG9yQ8PXf6o,25683,https://i.ytimg.com/vi/CG9yQ8PXf6o/default.jpg,CR,"['Lips', 'Eyelash', 'Facial expression', 'Blond', 'Mascara', 'Advertising', 'Long hair', 'Model', 'Makeover', 'Cosmetics']","['Poster', 'Poster Aespa Dirty Work', 'Image', 'Design', 'Art', 'Erikstore', 'Illustration', 'Wall Art', 'Customizable Poster', 'Postersprints']"
4GZBn4_SfQQ,1666,https://i.ytimg.com/vi/4GZBn4_SfQQ/default.jpg,,"['Bird', 'Beak', 'Seabird', 'Penguin', 'Flightless bird', 'Gannets', 'Shorebirds']","['Hummingbirds', 'Emperor penguin', 'Birds', 'Penguins', 'Ruby-throated hummingbird', ""Anna's hummingbird"", 'Southern giant hummingbird', 'Short-beaked common dolphin', 'Bird Feeder', 'other']"
X3gKYTc6lbw,58926,https://i.ytimg.com/vi/X3gKYTc6lbw/default.jpg,"*I DECLARE INFINITY WAR""","['Fictional character', 'Video Game Software']","['Flame', 'Avengers: Infinity War', 'Flame', 'Marvel Studios', 'Alphaville', ""We Gon' Reign"", 'Trailer', 'Avengers: Endgame']"
zcEE8J2Bqa8,21734,https://i.ytimg.com/vi/zcEE8J2Bqa8/default.jpg,The GOBLIN,"['Facial expression', 'Poster', 'Film', 'Advertising', 'Photo caption', 'Fiction']","['Album cover', 'Cover art', 'Album', 'Phonograph record', 'Art', 'Other Record Labels', 'Artist', 'Quevedo', 'Image', 'create']"
JRocY48P0qA,27268,https://i.ytimg.com/vi/JRocY48P0qA/default.jpg,,"['Car', 'Car door', 'Hubcap', 'Minivan', 'Bumper', 'Fender', 'Compact van', 'Van', 'Automotive Mirror', 'Toyota Estima']","['1993 Toyota Previa', 'Van', '1995 Toyota Previa', 'Toyota', 'Car', 'Minivan', 'All-Trac', 'Mid-engine design', 'back']"
1WRUGR-glbQ,5625,https://i.ytimg.com/vi/1WRUGR-glbQ/default.jpg,MAN ABOUT CAKE,"['Cake', 'Cake decorating', 'Dessert', 'Sugar paste', 'Ingredient', 'Fondant icing', 'Cake Decorating Supply', 'Sugar cake', 'Icing', 'Food']",['Meter']
Bhplg8YCu-M,30778,https://i.ytimg.com/vi/Bhplg8YCu-M/default.jpg,,"['People', 'Film', 'Television show', 'Conversation', 'Meeting', 'Photo caption', 'Hero', 'News', 'Acting', 'Internet meme']","['Larry Nassar', 'Randall Margraves', 'light-hearted', '2124', 'Court', 'Austin Fun For Kids', 'contented', 'available', 'create', 'Child sexual abuse']"
de7GaRwrr8Q,2915,https://i.ytimg.com/vi/de7GaRwrr8Q/default.jpg,RARE EARTH,"['Parasitism', 'Science', 'Fractal art']",['Meter']
v2OTO6UEVAo,7262,https://i.ytimg.com/vi/v2OTO6UEVAo/default.jpg,CNN,"['Machine', 'Mining', 'Mud', 'Heavy equipment', 'Agriculture', 'Dirt road']","['Personal computer', 'Screenshot', 'Meter']"
9NkHIv25IH4,17164,https://i.ytimg.com/vi/9NkHIv25IH4/default.jpg,PUSHED TO THE EXTREME?,"['Animation', 'Graphic design']","['Cartoon', 'Animation', 'Cartoon Network', 'Cartoon Network India', 'Tom and Jerry', 'Cartoon Cartoons', 'animated cartoon', 'Humor', ""Weekend at Benson's"", 'Episode']"
AWgfOND2y68,0,https://i.ytimg.com/vi/AWgfOND2y68/default.jpg,,"['Fluid', 'Underwater', 'Underwater diving', 'Recreation', 'Diving equipment', 'Divemaster', 'Marine biology', 'Diving mask', 'Adventure', 'Underwater sports']","['Maren Morris', 'Girl', 'Girl', 'Country music', 'Dailymotion', 'Girl', 'Album', 'Song']"
j4KvrAUjn6c,139338,https://i.ytimg.com/vi/j4KvrAUjn6c/default.jpg,,"['Fun', 'Sleeveless shirt', 'Happiness', 'Cousin']","['light-hearted', 'create', 'MWEB', 'Austin Fun For Kids', '021', 'equal', '2124', '45886', 'Radio']"
a30K69hUJyo,15788,https://i.ytimg.com/vi/a30K69hUJyo/default.jpg,,"['Dinosaur', 'Extinction', 'Film', 'Animation', 'Velociraptor', 'Tyrannosaurus']","['Bloodhound', 'Crufts', 'Dog Breed', 'Breed All About It', 'Breed', 'Puppy', 'American Kennel Club', 'Hound Group', 'AKC dog breed', 'Guard dog']"
VeXoFFxxUyc,1339,https://i.ytimg.com/vi/VeXoFFxxUyc/default.jpg,ELLY RYAN,"['Smile', 'Necktie', 'Formal wear', 'Television presenter', 'Suit', 'Happiness', 'Television show', 'Blond', 'Entertainment', 'Fun']","['Arie Luyendyk Jr.', 'The Bachelor', 'Talent Show: The Movie', 'Talent show', 'Television', 'future', 'create', 'loved', 'Season finale', 'Episode']"
pn6azlyHzuU,27061,https://i.ytimg.com/vi/pn6azlyHzuU/default.jpg,,"['Abdomen', 'Muscle', 'Barechestedness', 'Torso', 'Thorax', 'Physical fitness', 'Bodybuilder', 'Stomach', 'Advertising', 'Navel']","['Kidd Keo', 'Kylo Ren', 'Star Wars: The Last Jedi', 'tall', 'Star Wars', 'YouTube', 'Christina Calph', 'Kylo Ren', 'wide']"
x4TZEVqKIvs,184755,https://i.ytimg.com/vi/x4TZEVqKIvs/default.jpg,DON'T TRUST TROY,"['Red', 'Facial expression', 'Poster', 'Film', 'Advertising', 'Happiness', 'Photo caption']",['Meter']
PaZsrAi6iJg,1864,https://i.ytimg.com/vi/PaZsrAi6iJg/default.jpg,,"['Dusk', 'Evening', 'Sunset', 'Sunrise', 'Astronomical object', 'Dawn', 'Afterglow', 'Red sky at morning', 'Animation', 'Star']","[""Alto's Odyssey"", ""Alto's Adventure"", ""Alto's Odyssey: The Lost City"", 'The Alto Collection', ""Alto's"", 'Team Alto', 'Mobile game', 'Snowman', 'Apple Arcade']"
aDBMVKtcG2Q,14215,https://i.ytimg.com/vi/aDBMVKtcG2Q/default.jpg,,"['Beard', 'Animation', 'Graphics', 'Lens flare', 'Film', 'Graphic design', 'Science', 'Television show', 'Hero']",[]
Wzq4qbNRFrw,82269,https://i.ytimg.com/vi/Wzq4qbNRFrw/default.jpg,2008 2018 ARTPIONSH,"['Blond', 'Tooth', 'Happiness', 'Screenshot', 'Step cutting']","['Animation', 'Cartoon', 'funny', 'Humor', 'Tom and Jerry', 'Cartoon Network India', 'Animated film', 'Frame Order', 'YouTube']"
sq4hYZlDPec,139177,https://i.ytimg.com/vi/sq4hYZlDPec/default.jpg,is FORTNITE DOOMED?,"['Game', 'Animation', 'Fictional character', 'PC game', 'Video Game Software', 'Digital compositing', 'Screenshot', 'Universe', 'Animated cartoon', 'Astronomical object']","['Overwatch', 'Fortnite', 'Super Mario', 'Overwatch', 'PlayStation 5', 'Luigi', 'Online game', 'Epic Games']"
2aThW4BSdbQ,12056,https://i.ytimg.com/vi/2aThW4BSdbQ/default.jpg,,"['Happiness', 'Entertainment', 'Ceremony', 'Television show', 'Television presenter']","['other', 'Focused', 'available', 'contented', 'continual', 'easy', 'Definition', 'Context', 'Dictionary', 'Idiom']"
BWJY1na9qao,8553,https://i.ytimg.com/vi/BWJY1na9qao/default.jpg,,"['Lips', 'Eyelash', 'Facial expression', 'Red hair', 'Selfie', 'Long hair', 'Hair coloring', 'Happiness', 'Lipstick', 'Step cutting']","['Red hair', 'Hair', 'Red']"
XdNOI-q70q4,46032,https://i.ytimg.com/vi/XdNOI-q70q4/default.jpg,5.000+ Calories,"['Food', 'Ingredient', 'Breakfast cereal', 'Mixture', 'Recipe', 'Cereal', 'Breakfast', 'Serveware', 'Vegetarian cuisine', 'Plastic']","['Cake', 'Birthday cake', 'Microwave Vanilla Cake', 'Simple birthday cake', 'Baking', 'Chocolate', 'Dessert', 'Pastry', 'Vanilla cake', 'Chocolate chip']"
bH8fQoYfZe8,19543,https://i.ytimg.com/vi/bH8fQoYfZe8/default.jpg,WONDER,"['Lips', 'Facial expression', 'Pink', 'Blond', 'Wig', 'Tooth', 'Eyelash', 'Lipstick', 'Makeover', 'Cosmetics']","['Maren Morris', 'Farrah Moan', ""RuPaul's Drag Race"", 'Girl', 'Dailymotion', 'Girl', 'Country music', 'delete']"
ET6XGZqOyjY,33164,https://i.ytimg.com/vi/ET6XGZqOyjY/default.jpg,before after $4 Goodwill,"['Dress', 'Shoulder', 'One-piece garment', 'Formal wear', 'Cocktail dress', 'Day Dress', 'Waist', 'Fashion design', 'Human back', 'Little black dress']","['Screenshot', 'Snipping Tool', 'Windows 10', 'Computer', 'Microsoft Windows', 'Operating System', 'Computer Monitor', 'Personal computer', 'screenshot']"
cZAryCaRE3k,6354,https://i.ytimg.com/vi/cZAryCaRE3k/default.jpg,STAR WARF SOLO FALCON EXCLUSIVE LOOK,"['Box', 'Fictional character', 'Packaging and labeling', 'Chewbacca', 'Moustache']","['Great white shark', 'Tiger shark', 'Sea otter', 'Humpback whale', 'Electric eel', 'California sea lion', 'Harbour porpoise', 'Gray whale', 'Porpoises', 'Tiger']"
zLuhCfBqf5U,33834,https://i.ytimg.com/vi/zLuhCfBqf5U/default.jpg,,"['Food', 'Ingredient', 'Dessert', 'Finger food', 'Recipe', 'Cooking', 'Baking', 'Comfort food', 'Cake', 'Chocolate']","['Stargazy pie', 'British Cuisine', 'Stuffing', 'Puff pastry', 'Banoffee pie', 'Quiche', 'Pie', 'Pastry', 'Fish pie', 'Cooking']"
MIQKlHSD89E,66224,https://i.ytimg.com/vi/MIQKlHSD89E/default.jpg,3127,"['Snout', 'Pack animal', 'Working animal']","['Basenji', 'Sloughi', 'Greyhound', 'Azawakh', 'Africanis', 'English Foxhound', 'Magyar Agár', 'Red fox', 'Hunting dog', 'Dog Breed']"
QDk-xa1oBXw,8358,https://i.ytimg.com/vi/QDk-xa1oBXw/default.jpg,GRAPEFRUIT STEAK,"['Food', 'Ingredient', 'Meat', 'Fried food', 'Produce', 'Recipe', 'Comfort food', 'Cooking', 'Chicken', 'Fast food']","['Piccata', 'Schnitzel', 'Cotoletta', 'Scaloppine', 'Parmo', 'Pork piccata', 'Fish piccata', 'Creamy chicken piccata', 'Chicken', 'Cutlet']"
VqcHUdHQ1u8,4054,https://i.ytimg.com/vi/VqcHUdHQ1u8/default.jpg,HELPING SANTA,"['Dog', 'Carnivores', 'Dog Clothes', 'Holiday', 'Happiness', 'Canidae', 'Christmas Day', 'Dog Supply', 'Toy dog', 'Pet Supply']","['Pembroke Welsh Corgi', 'Cardigan Welsh Corgi', 'Dorgi', 'Corgi-Chihuahua', 'Welsh Corgi', 'Dog Breed', 'Herding dog', 'Chihuahua', 'Breed', 'Herding']"
WfPu9Jrcpuk,137439,https://i.ytimg.com/vi/WfPu9Jrcpuk/default.jpg,LIKE,"['Entertainment', 'Animation', 'Performing Arts', 'Graphics', 'Love', 'Graphic design', 'Night', 'Salsa']","['Salsa spins', 'Tango', 'Ballroom dance', 'Tango', 'Salsa', 'Ballroom']"
FvLdEZ3mg54,365,https://i.ytimg.com/vi/FvLdEZ3mg54/default.jpg,,"['Facial expression', 'Pleased']","['Screenshot', 'Snipping Tool', 'screenshot', 'Windows 10', 'LEILA. GHARANI', 'Computer Monitor', 'Computer', 'Personal computer', 'Microsoft Windows']"
dg2ROPhbHg4,137,https://i.ytimg.com/vi/dg2ROPhbHg4/default.jpg,CNBC,['Night'],[]
0FBYDz1_EPs,631,https://i.ytimg.com/vi/0FBYDz1_EPs/default.jpg,NBC,"['Eyewear', 'Personal protective equipment', 'Goggles', 'Recreation', 'Helmet', 'Ski helmet', 'Ski Equipment', 'Sunglasses']","['Spider-Man', 'Erik Lehnsherr']"
SwqUpegUT2Q,5876,https://i.ytimg.com/vi/SwqUpegUT2Q/default.jpg,Director Interview AVENGERS Russo Bros BIG,"['Fictional character', 'Superhero', 'Hero', 'Avengers', 'Supervillain', 'Captain America']",['Meter']
kX0vO4vlJuU,1795542,https://i.ytimg.com/vi/kX0vO4vlJuU/default.jpg,,[],"['Jung Kook', 'Display device', 'BTS', 'Liquid-crystal display', 'Euphoria', 'Backlight', 'K-pop', 'Output device', 'Computer Monitor', 'Electronic visual display']"
sujW2qs0DzE,1637,https://i.ytimg.com/vi/sujW2qs0DzE/default.jpg,,"['Dog', 'Carnivores', 'Snout', 'Canidae', 'Working animal', 'Street dog', 'Photo caption', 'Barechestedness', 'Collage']","['Lion', 'Big Bird', 'The Muppets', 'Mr. Snuffleupagus', 'impressive', 'Visual Effects', 'Marvel Studios', 'Ant-Man and the Wasp', 'The Lion Whisperer']"
BcruuWQ2_9Q,12260,https://i.ytimg.com/vi/BcruuWQ2_9Q/default.jpg,Спра Boles,"['Happiness', 'Nail', 'Active Shirt']",[]
BQ_0QLL2gqI,184880,https://i.ytimg.com/vi/BQ_0QLL2gqI/default.jpg,Vevo,"['Eyelash', 'Long hair', 'Layered hair', 'Brown hair', 'Model', 'Step cutting', 'Fashion Model', 'Photo shoot', 'Cosmetics', 'Feathered hair']","['Hailee Steinfeld', 'Florida Georgia Line', 'Music video', 'Song', 'Girl', 'Let Me Go', 'Dailymotion', 'Country music', 'Girl']"
NOciiz9WK5Y,17321,https://i.ytimg.com/vi/NOciiz9WK5Y/default.jpg,DECONSTRUCTED,"['Eyewear', 'Glasses', 'Vision Care', 'Facial hair', 'Beard', 'Moustache', 'Screenshot']","['Drake', 'Kendrick Lamar', 'Animation', 'Inside Out 2', 'Cartoon', 'Kali Love', 'create', 'Illustration', 'Animator', 'Animated film']"
Dzr9f-rkjnw,636,https://i.ytimg.com/vi/Dzr9f-rkjnw/default.jpg,,"['Aircraft', 'Aviation', 'Fixed-wing aircraft', 'Aerospace Engineering', 'Military aircraft', 'Fighter aircraft', 'Aerospace manufacturer', 'Air travel']","['Aircraft', 'World War II', 'Lockheed P-80 Shooting Star', 'Airplane', 'Republic P-47 Thunderbolt', 'Boeing P-26 Peashooter', 'Lockheed T-33', 'Monoplane', 'Aviation']"
FApBWHvUzMs,30438,https://i.ytimg.com/vi/FApBWHvUzMs/default.jpg,IDIOTS EXPLAIN MONEY,"['Cash', 'Currency', 'Money', 'White-collar worker', 'Necktie', 'Banknote', 'Facial hair', 'News', 'Money Handling', 'Dollar']",['Meter']
Ga7thDlGbs8,356,https://i.ytimg.com/vi/Ga7thDlGbs8/default.jpg,,"['Formal wear', 'Suit', 'Necktie', 'Blazer', 'Coat', 'White-collar worker', 'Dress shirt', 'Spokesperson', 'Official', 'Speech']",['Speech']
LR2edIotyE8,0,https://i.ytimg.com/vi/LR2edIotyE8/default.jpg,SHE TOUCHED JAY-Z'S CHEST,"['Happiness', 'Facial expression', 'Long hair', 'Photo caption', 'Advertising', 'Laughter', 'Film', 'Screenshot', 'Television show']","['Screenshot', 'Snipping Tool', 'Windows 10', 'Computer', 'Computer Monitor', 'Microsoft Windows', 'Kevin STRATVERT', 'Print Screen', 'Operating System']"
Wo5XO8Y8lzE,12722,https://i.ytimg.com/vi/Wo5XO8Y8lzE/default.jpg,INSIDER,"['Facial expression', 'Happiness', 'Photo caption']","['Screenshot', 'Snipping Tool', 'Windows 10', 'Kevin STRATVERT', 'Computer', 'Microsoft Windows', 'Computer Monitor', 'LEILA. GHARANI', 'Operating System']"
SJmU2ewFhkg,1208,https://i.ytimg.com/vi/SJmU2ewFhkg/default.jpg,SJU,"['Superhero', 'Action', 'Fictional character', 'Entertainment', 'Hero', 'Avengers', 'Iron Man', 'Captain America', 'Film', 'Thor']",['Superhero']
NTN2gD9LJnU,6211,https://i.ytimg.com/vi/NTN2gD9LJnU/default.jpg,TOP 25 LEBRON & WADE PLAYS AS TEAMMATES,"['Jersey', 'Sports venue', 'Fan', 'Stadium', 'Sports Fan Jersey', 'Arena', 'Photobombing']","['BiblioTech South', 'Library', 'Old Town Library', 'Bookless library', 'Public Library', 'Library catalog', 'Knox County Public Library', 'just', 'Poudre River Public Library District', 'Hagerty Library']"
OpsHLG657lM,3338,https://i.ytimg.com/vi/OpsHLG657lM/default.jpg,,"['Entertainment', 'Performing Arts', 'Performance', 'Song', 'Singing', 'Musical ensemble', 'Pop music']","['The Darkness', 'Friday Night', 'Amazon Music', 'YouTube', 'Permission to Land', 'Greg McLean', 'Radha Mitchell', 'David Mazouz', 'Kevin Bacon']"
WXTNngJsBrI,9886,https://i.ytimg.com/vi/WXTNngJsBrI/default.jpg,POWER,"['Jacket', 'Film', 'Security', 'Zipper']","['Power', 'The Hunt', 'Only the Strong', 'Action', 'Action comedy', 'Thriller', 'famous', 'Action Thriller', 'Martial Arts']"
rz4Dd1I_fX0,36576,https://i.ytimg.com/vi/rz4Dd1I_fX0/default.jpg,TUPDATED PERIODIC Ta BLE SONG,['Graphic design'],['Meter']
7keZTcdouoY,4331,https://i.ytimg.com/vi/7keZTcdouoY/default.jpg,,"['White-collar worker', 'Government', 'Necktie', 'Official', 'Businessperson', 'Flag of the United States', 'Court', 'News', 'Television show', 'Meeting']","['Judge', 'Speech']"
4yG_k2Zlw7Y,9033,https://i.ytimg.com/vi/4yG_k2Zlw7Y/default.jpg,,"['Toy', 'Animation', 'Animated cartoon', 'Clay animation', 'Fictional character', 'Figurine']","['Stop motion', 'Animation', 'Modelling clay', 'Claymation', 'animated cartoon', 'animation technique', 'modeling', 'create', 'Plasticine', 'Anime']"
DkeiKbqa02g,413327,https://i.ytimg.com/vi/DkeiKbqa02g/default.jpg,vevo,"['Lips', 'Facial expression', 'Eyelash', 'Happiness']","['Dua Lipa', 'Screenshot', 'Snipping Tool', 'Computer Monitor', 'Computer', 'Windows 10', 'screenshot', 'impressive', 'Digital image']"
pvg2cw5oshg,3939,https://i.ytimg.com/vi/pvg2cw5oshg/default.jpg,vevo LUKE BRYAN HOOKED ON IT,"['Facial hair', 'Beard', 'Moustache', 'Plaid', 'Film']","['Luke Bryan', 'Album cover', 'Album', 'Studio album', 'Cover art', 'Tailgates & Tanlines', 'Artist', 'What Makes You Country', 'Phonograph record', 'Cry Pretty']"
IUmdcd_8Vwc,3043,https://i.ytimg.com/vi/IUmdcd_8Vwc/default.jpg,,"['Food', 'Ingredient', 'Baked Alaska', 'Dessert', 'Cream', 'Icing', 'Bavarian cream', 'Recipe', 'Dairy product', 'Cake']","['Lemon meringue pie', 'Lemon Juice', 'Meringue', 'Pie', 'Lemon', 'Meringue topping', 'Dessert', 'Baking', 'Egg', 'Lemon filling']"
